a, a, a, b
r, n, d, g
r, n, d, h
r, n, d, j
r, n, d, k
r, n, d, m
r, n, d, n
r, n, d, p
r, n, d, q
r, n, d, s
r, n, d, v
r, n, d, w
r, n, d, z
r, n, e, j
r, n, e, k
r, n, e, q
r, n, e, z
r, n, f, c
r, n, f, d
r, n, f, f
r, n, f, j
r, n, f, k
r, n, f, p
r, n, f, s
r, n, f, t
r, n, f, w
r, n, f, y
r, n, f, '
r, n, g, b
r, n, g, d
r, n, g, f
r, n, g, g
r, n, g, h
r, n, g, i
r, n, g, j
r, n, g, k
r, n, g, l
r, n, g, m
r, n, g, n
r, n, g, p
r, n, g, q
r, n, g, s
r, n, g, t
r, n, g, u
r, n, g, v
r, n, g, w
r, n, g, y
r, n, g, z
r, n, g, '
r, n, h, c
r, n, h, d
r, n, h, g
r, n, h, l
r, n, h, n
r, n, h, r
r, n, h, s
r, n, h, w
r, n, h, y
r, n, h, '
r, n, i, h
r, n, i, j
r, n, i, w
r, n, j, a
r, n, j, e
r, n, j, i
r, n, j, o
r, n, j, r
r, n, j, u
r, n, j, y
r, n, k, b
r, n, k, c
r, n, k, d
r, n, k, f
r, n, k, g
r, n, k, h
r, n, k, i
r, n, k, j
r, n, k, k
r, n, k, l
r, n, k, m
r, n, k, o
r, n, k, p
r, n, k, r
r, n, k, s
r, n, k, t
r, n, k, u
r, n, k, v
r, n, k, w
r, n, k, y
r, n, k, '
r, n, l, c
r, n, l, d
r, n, l, f
r, n, l, l
r, n, l, m
r, n, l, p
r, n, l, r
r, n, l, s
r, n, l, t
r, n, l, u
r, n, l, '
r, n, m, c
r, n, m, n
r, n, m, p
r, n, m, r
r, n, m, s
r, n, m, y
r, n, m, '
r, n, n, b
r, n, n, c
r, n, n, d
r, n, n, f
r, n, n, g
r, n, n, h
r, n, n, k
r, n, n, l
r, n, n, m
r, n, n, n
r, n, n, o
r, n, n, p
r, n, n, r
r, n, n, s
r, n, n, t
r, n, n, u
r, n, n, v
r, n, n, w
r, n, n, x
r, n, n, y
r, n, n, z
r, n, n, '
r, n, o, a
r, n, o, e
r, n, o, j
r, n, o, k
r, n, o, y
r, n, p, c
r, n, p, e
r, n, p, f
r, n, p, g
r, n, p, h
r, n, p, k
r, n, p, n
r, n, p, p
r, n, p, s
r, n, p, t
r, n, p, u
r, n, p, v
r, n, p, y
r, n, p, '
r, n, r, a
r, n, r, c
r, n, r, d
r, n, r, g
r, n, r, h
r, n, r, l
r, n, r, m
r, n, r, p
r, n, r, r
r, n, r, u
r, n, r, w
r, n, r, z
r, n, s, g
r, n, s, j
r, n, s, n
r, n, s, q
r, n, s, r
r, n, s, u
r, n, s, y
r, n, s, z
r, n, t, b
r, n, t, d
r, n, t, f
r, n, t, g
r, n, t, j
r, n, t, k
r, n, t, m
r, n, t, p
r, n, t, s
r, n, t, t
r, n, t, v
r, n, t, y
r, n, t, z
r, n, u, e
r, n, u, f
r, n, u, g
r, n, u, h
r, n, u, j
r, n, u, k
r, n, u, q
r, n, u, u
r, n, u, v
r, n, u, x
r, n, u, y
r, n, u, z
r, n, v, a
r, n, v, h
r, n, v, l
r, n, v, o
r, n, v, t
r, n, v, u
r, n, v, v
r, n, v, y
r, n, w, b
r, n, w, c
r, n, w, f
r, n, w, l
r, n, w, n
r, n, w, s
r, n, w, t
r, n, w, u
r, n, w, w
r, n, w, '
r, n, y, b
r, n, y, d
r, n, y, f
r, n, y, g
r, n, y, k
r, n, y, n
r, n, y, o
r, n, y, p
r, n, y, q
r, n, y, r
r, n, y, s
r, n, y, u
r, n, y, v
r, n, y, w
r, n, y, z
r, n, z, b
r, n, z, d
r, n, z, e
r, n, z, h
r, n, z, i
r, n, z, k
r, n, z, l
r, n, z, o
r, n, z, p
r, n, z, s
r, n, z, t
r, n, z, u
r, n, z, v
r, n, z, w
r, n, z, y
r, n, z, '
r, n, ', a
r, n, ', d
r, n, ', g
r, n, ', i
r, n, ', l
r, n, ', o
r, n, ', r
r, n, ', t
r, o, a, a
r, o, a, j
r, o, a, o
r, o, a, y
r, o, b, c
r, o, b, f
r, o, b, g
r, o, b, k
r, o, b, n
r, o, b, p
r, o, b, z
r, o, c, d
r, o, c, m
r, o, d, b
r, o, d, c
r, o, d, j
r, o, d, v
r, o, e, f
r, o, e, o
r, o, e, w
r, o, f, b
r, o, f, d
r, o, f, g
r, o, f, h
r, o, f, k
r, o, f, m
r, o, f, n
r, o, f, p
r, o, f, w
r, o, g, c
r, o, g, d
r, o, g, j
r, o, g, p
r, o, g, v
r, o, h, c
r, o, h, d
r, o, h, g
r, o, h, h
r, o, h, j
r, o, h, p
r, o, h, s
r, o, h, t
r, o, h, v
r, o, h, w
r, o, i, b
r, o, i, h
r, o, i, p
r, o, i, u
r, o, i, v
r, o, i, w
r, o, i, y
r, o, i, z
r, o, j, c
r, o, j, d
r, o, j, g
r, o, j, p
r, o, j, s
r, o, j, t
r, o, j, v
r, o, k, b
r, o, k, c
r, o, k, d
r, o, k, f
r, o, k, h
r, o, k, j
r, o, k, m
r, o, k, n
r, o, k, r
r, o, k, t
r, o, k, v
r, o, k, w
r, o, l, b
r, o, l, c
r, o, l, h
r, o, l, k
r, o, l, n
r, o, l, r
r, o, l, t
r, o, l, x
r, o, l, z
r, o, m, j
r, o, m, k
r, o, m, q
r, o, m, r
r, o, m, z
r, o, o, a
r, o, o, h
r, o, o, j
r, o, o, o
r, o, o, x
r, o, p, x
r, o, q, '
r, o, r, j
r, o, r, v
r, o, r, z
r, o, s, d
r, o, s, f
r, o, s, j
r, o, s, r
r, o, t, d
r, o, t, j
r, o, t, k
r, o, t, q
r, o, t, v
r, o, t, x
r, o, u, j
r, o, u, q
r, o, u, u
r, o, u, y
r, o, v, c
r, o, v, d
r, o, v, g
r, o, v, h
r, o, v, l
r, o, v, m
r, o, v, p
r, o, v, r
r, o, v, t
r, o, v, z
r, o, w, j
r, o, w, q
r, o, w, u
r, o, x, c
r, o, x, d
r, o, x, f
r, o, x, g
r, o, x, h
r, o, x, k
r, o, x, l
r, o, x, n
r, o, x, p
r, o, x, r
r, o, x, s
r, o, x, u
r, o, x, v
r, o, x, w
r, o, x, z
r, o, y, f
r, o, y, h
r, o, y, k
r, o, y, m
r, o, y, p
r, o, y, r
r, o, y, v
r, o, y, w
r, o, z, k
r, o, z, m
r, o, z, r
r, o, z, s
r, o, ', b
r, o, ', c
r, o, ', d
r, o, ', e
r, o, ', f
r, o, ', g
r, o, ', h
r, o, ', i
r, o, ', k
r, o, ', l
r, o, ', m
r, o, ', n
r, o, ', r
r, o, ', t
r, o, ', v
r, p, a, a
r, p, a, f
r, p, a, j
r, p, a, k
r, p, a, o
r, p, a, q
r, p, a, z
r, p, b, a
r, p, b, b
r, p, b, c
r, p, b, d
r, p, b, e
r, p, b, j
r, p, b, l
r, p, b, m
r, p, b, o
r, p, b, r
r, p, b, s
r, p, b, t
r, p, b, u
r, p, b, x
r, p, b, y
r, p, b, '
r, p, c, a
r, p, c, b
r, p, c, c
r, p, c, d
r, p, c, e
r, p, c, f
r, p, c, h
r, p, c, i
r, p, c, k
r, p, c, l
r, p, c, m
r, p, c, n
r, p, c, o
r, p, c, p
r, p, c, r
r, p, c, s
r, p, c, t
r, p, c, u
r, p, c, w
r, p, c, y
r, p, e, b
r, p, e, h
r, p, e, j
r, p, e, k
r, p, e, m
r, p, e, q
r, p, e, u
r, p, e, v
r, p, e, w
r, p, e, y
r, p, e, z
r, p, g, a
r, p, g, e
r, p, g, i
r, p, g, l
r, p, g, n
r, p, g, o
r, p, g, p
r, p, g, r
r, p, g, u
r, p, h, b
r, p, h, c
r, p, h, d
r, p, h, h
r, p, h, m
r, p, h, n
r, p, h, p
r, p, h, t
r, p, h, w
r, p, h, z
r, p, i, h
r, p, i, j
r, p, i, p
r, p, i, q
r, p, i, r
r, p, i, w
r, p, i, x
r, p, i, z
r, p, l, b
r, p, l, c
r, p, l, d
r, p, l, f
r, p, l, j
r, p, l, l
r, p, l, m
r, p, l, p
r, p, l, r
r, p, l, s
r, p, l, t
r, p, l, z
r, p, m, a
r, p, m, c
r, p, m, d
r, p, m, g
r, p, m, i
r, p, m, k
r, p, m, p
r, p, m, r
r, p, m, s
r, p, m, t
r, p, m, u
r, p, m, x
r, p, n, a
r, p, n, b
r, p, n, c
r, p, n, d
r, p, n, h
r, p, n, i
r, p, n, p
r, p, n, s
r, p, n, u
r, p, n, x
r, p, n, y
r, p, n, '
r, p, o, a
r, p, o, f
r, p, o, h
r, p, o, j
r, p, o, k
r, p, o, q
r, p, o, z
r, p, p, a
r, p, p, b
r, p, p, c
r, p, p, d
r, p, p, e
r, p, p, h
r, p, p, i
r, p, p, m
r, p, p, n
r, p, p, p
r, p, p, r
r, p, p, s
r, p, p, t
r, p, p, u
r, p, p, v
r, p, p, y
r, p, q, r
r, p, q, u
r, p, r, b
r, p, r, c
r, p, r, f
r, p, r, g
r, p, r, l
r, p, r, m
r, p, r, n
r, p, r, p
r, p, r, s
r, p, r, t
r, p, r, v
r, p, r, z
r, p, r, '
r, p, s, c
r, p, s, d
r, p, s, f
r, p, s, g
r, p, s, k
r, p, s, l
r, p, s, n
r, p, s, o
r, p, s, p
r, p, s, q
r, p, s, r
r, p, s, s
r, p, s, w
r, p, t, b
r, p, t, c
r, p, t, d
r, p, t, f
r, p, t, g
r, p, t, h
r, p, t, k
r, p, t, l
r, p, t, m
r, p, t, n
r, p, t, p
r, p, t, r
r, p, t, t
r, p, t, v
r, p, t, w
r, p, t, y
r, p, u, a
r, p, u, c
r, p, u, e
r, p, u, g
r, p, u, h
r, p, u, j
r, p, u, q
r, p, u, u
r, p, u, x
r, p, u, y
r, p, u, z
r, p, u, '
r, p, v, a
r, p, v, c
r, p, v, i
r, p, v, n
r, p, v, o
r, p, v, p
r, p, v, r
r, p, v, s
r, p, v, t
r, p, w, b
r, p, w, c
r, p, w, d
r, p, w, e
r, p, w, g
r, p, w, h
r, p, w, n
r, p, w, o
r, p, w, r
r, p, w, t
r, p, w, y
r, p, y, a
r, p, y, b
r, p, y, c
r, p, y, d
r, p, y, e
r, p, y, f
r, p, y, g
r, p, y, h
r, p, y, j
r, p, y, k
r, p, y, m
r, p, y, n
r, p, y, o
r, p, y, p
r, p, y, s
r, p, y, t
r, p, y, u
r, p, y, v
r, p, y, w
r, p, y, x
r, p, ', d
r, p, ', n
r, p, ', o
r, q, a, a
r, q, a, b
r, q, a, d
r, q, a, f
r, q, a, i
r, q, a, j
r, q, a, l
r, q, a, m
r, q, a, r
r, q, a, t
r, q, a, w
r, q, a, z
r, q, s, h
r, q, s, l
r, q, s, o
r, q, s, p
r, q, s, s
r, q, s, t
r, q, s, y
r, q, u, b
r, q, u, d
r, q, u, l
r, q, u, m
r, q, u, n
r, q, u, q
r, q, u, r
r, q, u, s
r, q, u, t
r, q, u, u
r, q, u, v
r, q, u, y
r, q, u, '
r, r, a, o
r, r, a, x
r, r, b, b
r, r, b, c
r, r, b, d
r, r, b, h
r, r, b, i
r, r, b, k
r, r, b, l
r, r, b, m
r, r, b, n
r, r, b, r
r, r, b, s
r, r, b, t
r, r, b, u
r, r, b, w
r, r, b, y
r, r, b, '
r, r, c, a
r, r, c, b
r, r, c, c
r, r, c, d
r, r, c, e
r, r, c, f
r, r, c, g
r, r, c, h
r, r, c, i
r, r, c, k
r, r, c, l
r, r, c, m
r, r, c, n
r, r, c, o
r, r, c, p
r, r, c, q
r, r, c, r
r, r, c, s
r, r, c, t
r, r, c, u
r, r, c, v
r, r, c, y
r, r, c, z
r, r, c, '
r, r, d, a
r, r, d, b
r, r, d, c
r, r, d, d
r, r, d, e
r, r, d, f
r, r, d, g
r, r, d, h
r, r, d, i
r, r, d, k
r, r, d, l
r, r, d, m
r, r, d, n
r, r, d, o
r, r, d, p
r, r, d, r
r, r, d, s
r, r, d, t
r, r, d, u
r, r, d, v
r, r, d, w
r, r, d, x
r, r, d, y
r, r, d, z
r, r, f, a
r, r, f, b
r, r, f, c
r, r, f, d
r, r, f, e
r, r, f, f
r, r, f, g
r, r, f, h
r, r, f, j
r, r, f, l
r, r, f, m
r, r, f, n
r, r, f, o
r, r, f, p
r, r, f, q
r, r, f, r
r, r, f, s
r, r, f, t
r, r, f, u
r, r, f, v
r, r, f, w
r, r, f, y
r, r, f, z
r, r, f, '
r, r, g, a
r, r, g, b
r, r, g, d
r, r, g, e
r, r, g, f
r, r, g, g
r, r, g, i
r, r, g, k
r, r, g, l
r, r, g, m
r, r, g, n
r, r, g, o
r, r, g, p
r, r, g, q
r, r, g, s
r, r, g, u
r, r, g, w
r, r, g, y
r, r, g, '
r, r, h, b
r, r, h, c
r, r, h, d
r, r, h, g
r, r, h, l
r, r, h, m
r, r, h, n
r, r, h, v
r, r, h, w
r, r, i, q
r, r, i, u
r, r, i, x
r, r, i, y
r, r, k, a
r, r, k, b
r, r, k, c
r, r, k, d
r, r, k, e
r, r, k, f
r, r, k, g
r, r, k, h
r, r, k, i
r, r, k, k
r, r, k, l
r, r, k, m
r, r, k, r
r, r, k, s
r, r, k, t
r, r, k, v
r, r, k, w
r, r, k, y
r, r, k, '
r, r, l, a
r, r, l, b
r, r, l, c
r, r, l, d
r, r, l, f
r, r, l, g
r, r, l, h
r, r, l, k
r, r, l, l
r, r, l, m
r, r, l, p
r, r, l, s
r, r, l, t
r, r, l, u
r, r, l, v
r, r, l, w
r, r, l, y
r, r, l, '
r, r, m, b
r, r, m, c
r, r, m, d
r, r, m, e
r, r, m, f
r, r, m, g
r, r, m, h
r, r, m, i
r, r, m, k
r, r, m, l
r, r, m, m
r, r, m, n
r, r, m, o
r, r, m, p
r, r, m, r
r, r, m, s
r, r, m, t
r, r, m, u
r, r, m, v
r, r, m, w
r, r, m, y
r, r, m, '
r, r, n, b
r, r, n, c
r, r, n, d
r, r, n, f
r, r, n, g
r, r, n, j
r, r, n, k
r, r, n, l
r, r, n, m
r, r, n, n
r, r, n, p
r, r, n, r
r, r, n, s
r, r, n, t
r, r, n, u
r, r, n, v
r, r, n, w
r, r, n, y
r, r, n, z
r, r, n, '
r, r, o, x
r, r, r, a
r, r, r, b
r, r, r, c
r, r, r, d
r, r, r, e
r, r, r, f
r, r, r, g
r, r, r, h
r, r, r, i
r, r, r, k
r, r, r, l
r, r, r, m
r, r, r, n
r, r, r, o
r, r, r, r
r, r, r, s
r, r, r, t
r, r, r, u
r, r, r, v
r, r, r, w
r, r, r, y
r, r, r, '
r, r, s, a
r, r, s, b
r, r, s, c
r, r, s, d
r, r, s, e
r, r, s, f
r, r, s, g
r, r, s, h
r, r, s, i
r, r, s, j
r, r, s, k
r, r, s, l
r, r, s, m
r, r, s, n
r, r, s, o
r, r, s, p
r, r, s, q
r, r, s, r
r, r, s, s
r, r, s, w
r, r, s, z
r, r, t, b
r, r, t, c
r, r, t, d
r, r, t, f
r, r, t, g
r, r, t, h
r, r, t, i
r, r, t, j
r, r, t, k
r, r, t, l
r, r, t, m
r, r, t, n
r, r, t, p
r, r, t, q
r, r, t, r
r, r, t, s
r, r, t, t
r, r, t, u
r, r, t, v
r, r, t, w
r, r, t, z
r, r, t, '
r, r, u, h
r, r, u, j
r, r, u, o
r, r, u, u
r, r, u, v
r, r, u, w
r, r, u, x
r, r, u, y
r, r, u, z
r, r, v, a
r, r, v, e
r, r, v, k
r, r, v, l
r, r, v, o
r, r, v, s
r, r, v, u
r, r, v, y
r, r, w, a
r, r, w, c
r, r, w, d
r, r, w, e
r, r, w, h
r, r, w, m
r, r, w, r
r, r, w, t
r, r, w, u
r, r, w, w
r, r, w, y
r, r, y, j
r, r, y, r
r, r, y, u
r, r, y, x
r, r, y, z
r, r, ', a
r, r, ', e
r, r, ', n
r, r, ', w
r, s, a, h
r, s, a, j
r, s, a, o
r, s, a, q
r, s, a, x
r, s, b, a
r, s, b, b
r, s, b, c
r, s, b, d
r, s, b, e
r, s, b, h
r, s, b, j
r, s, b, l
r, s, b, m
r, s, b, n
r, s, b, s
r, s, b, w
r, s, b, '
r, s, c, b
r, s, c, c
r, s, c, d
r, s, c, f
r, s, c, g
r, s, c, k
r, s, c, l
r, s, c, m
r, s, c, n
r, s, c, p
r, s, c, q
r, s, c, t
r, s, c, x
r, s, c, y
r, s, c, '
r, s, d, b
r, s, d, c
r, s, d, d
r, s, d, f
r, s, d, h
r, s, d, i
r, s, d, l
r, s, d, m
r, s, d, n
r, s, d, p
r, s, d, r
r, s, d, s
r, s, d, t
r, s, d, u
r, s, d, v
r, s, d, y
r, s, d, '
r, s, e, o
r, s, e, z
r, s, f, a
r, s, f, c
r, s, f, d
r, s, f, e
r, s, f, f
r, s, f, l
r, s, f, m
r, s, f, n
r, s, f, r
r, s, f, t
r, s, f, y
r, s, f, z
r, s, f, '
r, s, g, a
r, s, g, d
r, s, g, e
r, s, g, h
r, s, g, i
r, s, g, m
r, s, g, n
r, s, g, o
r, s, g, p
r, s, g, r
r, s, g, s
r, s, g, t
r, s, g, u
r, s, g, y
r, s, g, '
r, s, h, d
r, s, h, g
r, s, h, h
r, s, h, j
r, s, h, k
r, s, h, p
r, s, h, q
r, s, h, z
r, s, i, h
r, s, i, j
r, s, i, q
r, s, i, w
r, s, i, x
r, s, i, y
r, s, j, a
r, s, j, c
r, s, j, d
r, s, j, e
r, s, j, i
r, s, j, l
r, s, j, o
r, s, j, u
r, s, j, '
r, s, k, b
r, s, k, c
r, s, k, d
r, s, k, f
r, s, k, g
r, s, k, h
r, s, k, k
r, s, k, l
r, s, k, m
r, s, k, n
r, s, k, p
r, s, k, r
r, s, k, t
r, s, k, u
r, s, k, v
r, s, k, w
r, s, l, b
r, s, l, c
r, s, l, d
r, s, l, f
r, s, l, l
r, s, l, n
r, s, l, p
r, s, l, q
r, s, l, r
r, s, l, s
r, s, l, t
r, s, l, '
r, s, m, b
r, s, m, c
r, s, m, d
r, s, m, g
r, s, m, h
r, s, m, l
r, s, m, m
r, s, m, n
r, s, m, p
r, s, m, r
r, s, m, s
r, s, m, t
r, s, m, y
r, s, m, '
r, s, n, c
r, s, n, f
r, s, n, g
r, s, n, m
r, s, n, p
r, s, n, r
r, s, n, s
r, s, n, t
r, s, n, u
r, s, n, y
r, s, n, '
r, s, o, g
r, s, o, h
r, s, o, j
r, s, o, k
r, s, o, q
r, s, o, x
r, s, o, y
r, s, o, z
r, s, p, d
r, s, p, f
r, s, p, g
r, s, p, m
r, s, p, n
r, s, p, p
r, s, p, q
r, s, p, s
r, s, p, t
r, s, q, a
r, s, q, c
r, s, q, d
r, s, q, e
r, s, q, l
r, s, q, q
r, s, q, r
r, s, q, '
r, s, r, b
r, s, r, c
r, s, r, d
r, s, r, e
r, s, r, f
r, s, r, g
r, s, r, h
r, s, r, i
r, s, r, n
r, s, r, o
r, s, r, p
r, s, r, s
r, s, r, t
r, s, r, u
r, s, r, y
r, s, r, '
r, s, s, a
r, s, s, b
r, s, s, c
r, s, s, d
r, s, s, f
r, s, s, g
r, s, s, i
r, s, s, j
r, s, s, k
r, s, s, l
r, s, s, n
r, s, s, p
r, s, s, q
r, s, s, r
r, s, s, s
r, s, s, t
r, s, s, u
r, s, s, v
r, s, s, w
r, s, s, x
r, s, s, y
r, s, s, '
r, s, t, g
r, s, t, j
r, s, t, k
r, s, t, t
r, s, t, v
r, s, t, x
r, s, t, z
r, s, u, h
r, s, u, j
r, s, u, o
r, s, u, q
r, s, u, u
r, s, u, v
r, s, u, w
r, s, u, x
r, s, u, y
r, s, u, z
r, s, v, c
r, s, v, e
r, s, v, g
r, s, v, n
r, s, v, o
r, s, v, r
r, s, v, s
r, s, v, u
r, s, v, v
r, s, v, '
r, s, w, b
r, s, w, d
r, s, w, f
r, s, w, g
r, s, w, l
r, s, w, m
r, s, w, r
r, s, w, s
r, s, w, t
r, s, w, y
r, s, w, '
r, s, y, b
r, s, y, c
r, s, y, e
r, s, y, g
r, s, y, h
r, s, y, k
r, s, y, o
r, s, y, p
r, s, y, r
r, s, y, u
r, s, y, w
r, s, y, z
r, s, z, e
r, s, z, i
r, s, z, k
r, s, z, l
r, s, z, o
r, s, z, r
r, s, z, t
r, s, z, y
r, s, ', e
r, s, ', h
r, s, ', l
r, s, ', m
r, s, ', n
r, s, ', t
r, t, a, a
r, t, a, j
r, t, a, o
r, t, a, q
r, t, a, v
r, t, a, w
r, t, b, b
r, t, b, d
r, t, b, f
r, t, b, s
r, t, b, '
r, t, c, b
r, t, c, d
r, t, c, e
r, t, c, g
r, t, c, i
r, t, c, k
r, t, c, m
r, t, c, n
r, t, c, p
r, t, c, s
r, t, c, t
r, t, c, w
r, t, c, y
r, t, c, z
r, t, c, '
r, t, d, c
r, t, d, d
r, t, d, i
r, t, d, l
r, t, d, m
r, t, d, s
r, t, d, t
r, t, d, u
r, t, d, w
r, t, d, y
r, t, d, '
r, t, e, h
r, t, e, j
r, t, e, q
r, t, e, w
r, t, e, y
r, t, f, c
r, t, f, d
r, t, f, f
r, t, f, n
r, t, f, p
r, t, f, s
r, t, f, t
r, t, f, x
r, t, g, c
r, t, g, i
r, t, g, n
r, t, g, t
r, t, g, v
r, t, g, w
r, t, h, h
r, t, h, j
r, t, h, x
r, t, i, h
r, t, i, q
r, t, i, w
r, t, i, x
r, t, i, y
r, t, j, a
r, t, j, c
r, t, j, g
r, t, j, o
r, t, j, u
r, t, k, a
r, t, k, i
r, t, k, n
r, t, k, s
r, t, k, t
r, t, k, u
r, t, k, y
r, t, l, b
r, t, l, c
r, t, l, f
r, t, l, g
r, t, l, l
r, t, l, m
r, t, l, n
r, t, l, p
r, t, l, r
r, t, l, u
r, t, l, v
r, t, l, '
r, t, m, d
r, t, m, f
r, t, m, h
r, t, m, j
r, t, m, l
r, t, m, m
r, t, m, r
r, t, m, s
r, t, m, v
r, t, m, y
r, t, m, '
r, t, n, b
r, t, n, c
r, t, n, d
r, t, n, g
r, t, n, l
r, t, n, n
r, t, n, p
r, t, n, r
r, t, n, t
r, t, n, y
r, t, n, '
r, t, o, a
r, t, o, f
r, t, o, j
r, t, o, q
r, t, o, z
r, t, p, c
r, t, p, d
r, t, p, f
r, t, p, i
r, t, p, k
r, t, p, m
r, t, p, n
r, t, p, o
r, t, p, s
r, t, p, t
r, t, p, u
r, t, p, y
r, t, p, '
r, t, q, c
r, t, q, g
r, t, q, m
r, t, r, c
r, t, r, d
r, t, r, f
r, t, r, h
r, t, r, l
r, t, r, m
r, t, r, n
r, t, r, p
r, t, r, r
r, t, r, s
r, t, r, t
r, t, r, w
r, t, r, z
r, t, s, g
r, t, s, j
r, t, s, k
r, t, s, n
r, t, s, q
r, t, s, r
r, t, s, s
r, t, s, u
r, t, t, b
r, t, t, c
r, t, t, d
r, t, t, f
r, t, t, g
r, t, t, j
r, t, t, k
r, t, t, l
r, t, t, m
r, t, t, n
r, t, t, o
r, t, t, p
r, t, t, r
r, t, t, s
r, t, t, t
r, t, t, u
r, t, t, v
r, t, t, w
r, t, t, z
r, t, u, d
r, t, u, h
r, t, u, j
r, t, u, q
r, t, u, v
r, t, u, w
r, t, u, x
r, t, u, y
r, t, u, z
r, t, v, a
r, t, v, m
r, t, v, o
r, t, v, r
r, t, v, s
r, t, v, t
r, t, v, y
r, t, v, '
r, t, w, g
r, t, w, m
r, t, w, p
r, t, w, s
r, t, w, t
r, t, w, u
r, t, w, w
r, t, w, x
r, t, w, y
r, t, y, c
r, t, y, d
r, t, y, h
r, t, y, o
r, t, y, q
r, t, y, u
r, t, y, y
r, t, y, z
r, t, z, c
r, t, z, d
r, t, z, g
r, t, z, h
r, t, z, n
r, t, z, p
r, t, z, r
r, t, z, u
r, t, z, v
r, t, z, w
r, t, ', a
r, t, ', d
r, t, ', l
r, t, ', o
r, t, ', r
r, t, ', v
r, u, a, a
r, u, a, d
r, u, a, e
r, u, a, f
r, u, a, i
r, u, a, j
r, u, a, k
r, u, a, m
r, u, a, o
r, u, a, q
r, u, a, u
r, u, a, v
r, u, a, w
r, u, a, x
r, u, a, y
r, u, a, z
r, u, b, c
r, u, b, j
r, u, b, k
r, u, b, n
r, u, b, p
r, u, b, q
r, u, b, z
r, u, c, b
r, u, c, d
r, u, c, g
r, u, c, l
r, u, c, n
r, u, c, p
r, u, c, q
r, u, c, r
r, u, c, z
r, u, d, c
r, u, d, f
r, u, d, j
r, u, d, p
r, u, d, t
r, u, d, v
r, u, d, z
r, u, e, a
r, u, e, e
r, u, e, j
r, u, e, o
r, u, e, u
r, u, e, v
r, u, e, x
r, u, e, y
r, u, e, z
r, u, f, b
r, u, f, c
r, u, f, g
r, u, f, k
r, u, f, m
r, u, f, n
r, u, f, r
r, u, f, y
r, u, f, '
r, u, g, c
r, u, g, d
r, u, g, f
r, u, g, k
r, u, g, p
r, u, g, t
r, u, g, w
r, u, g, y
r, u, g, z
r, u, h, d
r, u, h, f
r, u, h, i
r, u, h, m
r, u, h, o
r, u, h, q
r, u, h, t
r, u, h, u
r, u, h, w
r, u, h, y
r, u, i, a
r, u, i, b
r, u, i, e
r, u, i, h
r, u, i, i
r, u, i, j
r, u, i, m
r, u, i, o
r, u, i, p
r, u, i, q
r, u, i, r
r, u, i, u
r, u, i, x
r, u, i, y
r, u, j, d
r, u, j, j
r, u, j, p
r, u, j, r
r, u, j, s
r, u, j, t
r, u, j, y
r, u, k, c
r, u, k, d
r, u, k, k
r, u, k, l
r, u, k, m
r, u, k, r
r, u, k, t
r, u, k, v
r, u, k, w
r, u, k, y
r, u, l, b
r, u, l, c
r, u, l, f
r, u, l, g
r, u, l, h
r, u, l, j
r, u, l, k
r, u, l, n
r, u, l, p
r, u, l, q
r, u, l, r
r, u, l, v
r, u, l, w
r, u, l, x
r, u, l, '
r, u, m, j
r, u, m, y
r, u, m, z
r, u, n, j
r, u, n, q
r, u, n, x
r, u, o, a
r, u, o, b
r, u, o, c
r, u, o, d
r, u, o, f
r, u, o, g
r, u, o, h
r, u, o, i
r, u, o, k
r, u, o, l
r, u, o, m
r, u, o, p
r, u, o, q
r, u, o, t
r, u, o, v
r, u, o, w
r, u, o, x
r, u, o, y
r, u, o, z
r, u, p, b
r, u, p, d
r, u, p, f
r, u, p, g
r, u, p, j
r, u, p, k
r, u, p, m
r, u, p, n
r, u, p, q
r, u, p, v
r, u, q, a
r, u, q, s
r, u, r, c
r, u, r, f
r, u, r, h
r, u, r, j
r, u, r, k
r, u, r, l
r, u, r, m
r, u, r, n
r, u, r, q
r, u, r, r
r, u, r, s
r, u, r, t
r, u, r, v
r, u, r, w
r, u, r, z
r, u, r, '
r, u, s, b
r, u, s, d
r, u, s, f
r, u, s, g
r, u, s, j
r, u, s, n
r, u, s, r
r, u, s, v
r, u, s, z
r, u, t, b
r, u, t, d
r, u, t, f
r, u, t, j
r, u, t, m
r, u, t, n
r, u, t, p
r, u, t, q
r, u, t, v
r, u, t, w
r, u, u, b
r, u, u, c
r, u, u, d
r, u, u, g
r, u, u, i
r, u, u, l
r, u, u, n
r, u, u, r
r, u, u, s
r, u, u, t
r, u, u, '
r, u, v, b
r, u, v, l
r, u, v, n
r, u, v, r
r, u, v, u
r, u, v, v
r, u, w, b
r, u, w, c
r, u, w, f
r, u, w, o
r, u, w, s
r, u, w, t
r, u, w, '
r, u, x, a
r, u, x, b
r, u, x, f
r, u, x, g
r, u, x, h
r, u, x, l
r, u, x, m
r, u, x, o
r, u, x, r
r, u, x, s
r, u, x, u
r, u, x, v
r, u, x, w
r, u, y, b
r, u, y, d
r, u, y, g
r, u, y, h
r, u, y, i
r, u, y, k
r, u, y, m
r, u, y, o
r, u, y, p
r, u, y, u
r, u, y, v
r, u, y, w
r, u, z, b
r, u, z, c
r, u, z, d
r, u, z, f
r, u, z, h
r, u, z, j
r, u, z, l
r, u, z, m
r, u, z, n
r, u, z, o
r, u, z, u
r, u, z, v
r, u, z, w
